make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Skoda Octavia,Skoda,12500,Compact,162000.0,Manual,Diesel,Dealer,81.0,5.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Skoda Octavia,Skoda,3450,Compact,134000.0,Manual,Benzin,Dealer,75.0,5.0,Euro 6,Second Hand,19.0,Standart,Medium,standard
Skoda Fabia,Skoda,12490,Compact,28484.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Skoda Fabia,Skoda,5900,Compact,189000.0,Manual,Diesel,Dealer,55.0,5.0,Other,Second Hand,8.0,Standart,Medium,standard
Skoda Fabia,Skoda,6900,Compact,125000.0,Manual,Benzin,Dealer,44.0,5.0,Other,Second Hand,14.0,Standart,Low,standard
Skoda Fabia,Skoda,12900,Compact,132238.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Skoda Rapid/Spaceback,Skoda,12991,Compact,53398.0,Manual,Diesel,Dealer,66.0,5.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Skoda Rapid/Spaceback,Skoda,16500,Compact,55900.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,Second Hand,4.0,Standart,Low,standard
Skoda Octavia,Skoda,7490,Compact,136000.0,Manual,Diesel,Dealer,77.0,5.0,Other,Second Hand,12.0,Standart,Medium,standard
Skoda Fabia,Skoda,12490,Compact,25808.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Skoda Octavia,Skoda,19318,Compact,20960.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Fabia,Skoda,13900,Compact,78153.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Skoda Fabia,Skoda,13200,Compact,31070.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,Second Hand,5.0,Standart,Low,standard
Skoda Fabia,Skoda,12490,Compact,28103.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,3.0,Standart,Low,standard
Skoda Octavia,Skoda,24850,Compact,15858.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Fabia,Skoda,11300,Compact,81562.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,4.0,Standart,Low,standard
Skoda 105,Skoda,22300,Convertible,15400.0,Manual,Diesel,Dealer,110.0,5.0,Euro 6,Second Hand,9.0,Standart,Medium,standard
Skoda Fabia,Skoda,18900,Coupe,59215.0,Automatic,Benzin,Dealer,92.0,7.0,Euro 6,First Hand,4.0,Upgrated,Low,standard
Skoda Superb,Skoda,19880,Coupe,117215.0,Automatic,Diesel,Dealer,140.0,6.0,Euro 6,Second Hand,5.0,Standart,Medium,standard
Skoda Fabia,Skoda,5200,Coupe,138900.0,Manual,Benzin,Private seller,44.0,5.0,Euro 6,Second Hand,7.0,Standart,Low,standard
Skoda Citigo,Skoda,8000,Coupe,54000.0,Manual,Benzin,Dealer,55.0,5.0,Euro 6,First Hand,6.0,Standart,Low,standard
Skoda Fabia,Skoda,2990,Coupe,162500.0,Manual,Benzin,Private seller,44.0,5.0,Other,Second Hand,12.0,Standart,Low,standard
Skoda Kodiaq,Skoda,26900,Off-Road/Pick-up,101054.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,26990,Off-Road/Pick-up,103634.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,22990,Off-Road/Pick-up,117951.0,Manual,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,29999,Off-Road/Pick-up,92185.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,22500,Off-Road/Pick-up,4000.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,27990,Off-Road/Pick-up,60000.0,Manual,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,28760,Off-Road/Pick-up,111213.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,18950,Off-Road/Pick-up,28032.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Skoda Kodiaq,Skoda,27990,Off-Road/Pick-up,95172.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Karoq,Skoda,20740,Off-Road/Pick-up,64037.0,Manual,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,28990,Off-Road/Pick-up,14924.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Karoq,Skoda,19990,Off-Road/Pick-up,101967.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,21450,Off-Road/Pick-up,151000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Enyaq,Skoda,56900,Off-Road/Pick-up,8.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Standart,Electric,standard
Skoda Karoq,Skoda,26790,Off-Road/Pick-up,38266.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,38990,Off-Road/Pick-up,89536.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,28500,Off-Road/Pick-up,30476.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Skoda Kamiq,Skoda,28990,Off-Road/Pick-up,29204.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Karoq,Skoda,28890,Off-Road/Pick-up,145971.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,27990,Off-Road/Pick-up,8239.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,38939,Off-Road/Pick-up,118181.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,28888,Off-Road/Pick-up,69600.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,38350,Off-Road/Pick-up,104100.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,25990,Off-Road/Pick-up,72992.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,50990,Off-Road/Pick-up,6000.0,Automatic,Benzin,Dealer,180.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Karoq,Skoda,23855,Off-Road/Pick-up,54200.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,25960,Off-Road/Pick-up,80900.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,27850,Off-Road/Pick-up,102200.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Yeti,Skoda,15300,Off-Road/Pick-up,69770.0,Manual,Diesel,Dealer,103.0,6.0,Other,Second Hand,7.0,Standart,Medium,standard
Skoda Karoq,Skoda,26725,Off-Road/Pick-up,25250.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,26490,Off-Road/Pick-up,28770.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,21500,Off-Road/Pick-up,110000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,43980,Off-Road/Pick-up,91052.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,30995,Off-Road/Pick-up,43895.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Skoda Karoq,Skoda,26990,Off-Road/Pick-up,37030.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,34250,Off-Road/Pick-up,51000.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,27990,Off-Road/Pick-up,70094.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,30990,Off-Road/Pick-up,7.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,17990,Off-Road/Pick-up,50950.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,Second Hand,3.0,Standart,Low,standard
Skoda Kodiaq,Skoda,25890,Off-Road/Pick-up,147200.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Karoq,Skoda,23890,Off-Road/Pick-up,77420.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,standard
Skoda Yeti,Skoda,17440,Off-Road/Pick-up,83000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Skoda Karoq,Skoda,25990,Off-Road/Pick-up,88300.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24440,Off-Road/Pick-up,32188.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Kamiq,Skoda,24930,Off-Road/Pick-up,30200.0,Automatic,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,28990,Off-Road/Pick-up,115700.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,25890,Off-Road/Pick-up,32300.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,24900,Off-Road/Pick-up,70950.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,5.0,Standart,Low,luxury
Skoda Kamiq,Skoda,16750,Off-Road/Pick-up,37086.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Skoda Kodiaq,Skoda,44440,Off-Road/Pick-up,79022.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,22490,Off-Road/Pick-up,97639.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,23970,Off-Road/Pick-up,65500.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Yeti,Skoda,10930,Off-Road/Pick-up,126662.0,Manual,Diesel,Dealer,81.0,6.0,Other,Second Hand,12.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,31900,Off-Road/Pick-up,105200.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Yeti,Skoda,19900,Off-Road/Pick-up,69866.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Skoda Kamiq,Skoda,29970,Off-Road/Pick-up,1000.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,32940,Off-Road/Pick-up,81567.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kamiq,Skoda,24970,Off-Road/Pick-up,39000.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24950,Off-Road/Pick-up,113000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,26450,Off-Road/Pick-up,91035.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,27690,Off-Road/Pick-up,44005.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Karoq,Skoda,29990,Off-Road/Pick-up,62977.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,33490,Off-Road/Pick-up,61569.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,19900,Off-Road/Pick-up,4655.0,Manual,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Skoda Kamiq,Skoda,31990,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,28500,Off-Road/Pick-up,105.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,27999,Off-Road/Pick-up,92150.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,Second Hand,5.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,29930,Off-Road/Pick-up,39029.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,24950,Off-Road/Pick-up,27606.0,Automatic,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Skoda Kamiq,Skoda,29849,Off-Road/Pick-up,1.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,39900,Off-Road/Pick-up,86000.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,23890,Off-Road/Pick-up,32900.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,24970,Off-Road/Pick-up,118292.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,30900,Off-Road/Pick-up,57873.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Yeti,Skoda,20460,Off-Road/Pick-up,95491.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,5.0,Standart,Low,standard
Skoda Yeti,Skoda,17930,Off-Road/Pick-up,116884.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,Second Hand,6.0,Standart,Medium,standard
Skoda Karoq,Skoda,22890,Off-Road/Pick-up,20700.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Yeti,Skoda,14880,Off-Road/Pick-up,151500.0,Automatic,Diesel,Dealer,103.0,6.0,Other,Second Hand,8.0,Standart,Medium,standard
Skoda Karoq,Skoda,24444,Off-Road/Pick-up,36450.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,47920,Off-Road/Pick-up,40307.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,22875,Off-Road/Pick-up,26945.0,Automatic,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Skoda Karoq,Skoda,30790,Off-Road/Pick-up,13950.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,24460,Off-Road/Pick-up,75500.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,27840,Off-Road/Pick-up,89732.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,33950,Off-Road/Pick-up,42300.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,28700,Off-Road/Pick-up,89300.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,35500,Off-Road/Pick-up,32.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Enyaq,Skoda,61929,Off-Road/Pick-up,2147.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Upgrated,Electric,luxury
Skoda Kamiq,Skoda,27500,Off-Road/Pick-up,105.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Skoda Enyaq,Skoda,64900,Off-Road/Pick-up,22.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Standart,Electric,standard
Skoda Karoq,Skoda,24444,Off-Road/Pick-up,42300.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,32990,Off-Road/Pick-up,86158.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,55980,Off-Road/Pick-up,515.0,Automatic,Benzin,Dealer,180.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,25990,Off-Road/Pick-up,43029.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,standard
Skoda Yeti,Skoda,14790,Off-Road/Pick-up,94571.0,Automatic,Benzin,Dealer,90.0,7.0,Other,First Hand,8.0,Standart,Low,standard
Skoda Kamiq,Skoda,28950,Off-Road/Pick-up,29990.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,Second Hand,1.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,20900,Off-Road/Pick-up,30228.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Skoda Enyaq,Skoda,51997,Off-Road/Pick-up,15000.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Standart,Electric,luxury
Skoda Yeti,Skoda,19900,Off-Road/Pick-up,79566.0,Automatic,Diesel,Dealer,103.0,6.0,Other,Second Hand,7.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,21900,Off-Road/Pick-up,34315.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Standart,Low,standard
Skoda Karoq,Skoda,35450,Off-Road/Pick-up,11850.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,27950,Off-Road/Pick-up,109232.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,23930,Off-Road/Pick-up,66365.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Karoq,Skoda,22810,Off-Road/Pick-up,48300.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,24989,Off-Road/Pick-up,134487.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,22889,Off-Road/Pick-up,28988.0,Automatic,Benzin,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Upgrated,Low,standard
Skoda Kodiaq,Skoda,53990,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,180.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,33985,Off-Road/Pick-up,1.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,31950,Off-Road/Pick-up,36800.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,29900,Off-Road/Pick-up,11246.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,31977,Off-Road/Pick-up,59250.0,Automatic,Benzin,Dealer,140.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,41990,Off-Road/Pick-up,5.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,45950,Off-Road/Pick-up,27000.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,Second Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,50985,Off-Road/Pick-up,100.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,42900,Off-Road/Pick-up,15450.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,27500,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,standard
Skoda Kamiq,Skoda,28985,Off-Road/Pick-up,1.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,34740,Off-Road/Pick-up,75790.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Karoq,Skoda,21520,Off-Road/Pick-up,94677.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,27490,Off-Road/Pick-up,10.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Karoq,Skoda,31480,Off-Road/Pick-up,10000.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,42899,Off-Road/Pick-up,6100.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,39790,Off-Road/Pick-up,99532.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,22100,Off-Road/Pick-up,58968.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,23590,Off-Road/Pick-up,3000.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24490,Off-Road/Pick-up,65300.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24950,Off-Road/Pick-up,53000.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,37950,Off-Road/Pick-up,70600.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,29990,Off-Road/Pick-up,34160.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,31990,Off-Road/Pick-up,8.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,62490,Off-Road/Pick-up,9500.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,27390,Off-Road/Pick-up,16250.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,26490,Off-Road/Pick-up,94600.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,standard
Skoda Karoq,Skoda,28880,Off-Road/Pick-up,10023.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,standard
Skoda Kamiq,Skoda,23490,Off-Road/Pick-up,10.0,Manual,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Skoda Kodiaq,Skoda,56600,Off-Road/Pick-up,21000.0,Automatic,Benzin,Dealer,180.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,23490,Off-Road/Pick-up,39000.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Kamiq,Skoda,22990,Off-Road/Pick-up,15000.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Skoda Kodiaq,Skoda,28600,Off-Road/Pick-up,108000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Yeti,Skoda,18090,Off-Road/Pick-up,63100.0,Manual,Benzin,Dealer,92.0,6.0,Euro 6,First Hand,5.0,Standart,Low,standard
Skoda Kodiaq,Skoda,31490,Off-Road/Pick-up,37700.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,32990,Off-Road/Pick-up,35.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,34450,Off-Road/Pick-up,83700.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24930,Off-Road/Pick-up,29510.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
