make_model,make,price,body_type,mileage,gearbox,fuel_type,seller,power,gears,emission_class,previous_owner,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Skoda Kodiaq,Skoda,37970,Off-Road/Pick-up,49892.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Enyaq,Skoda,58084,Off-Road/Pick-up,20228.0,Automatic,Electric,Dealer,132.0,6.0,Euro 6,First Hand,1.0,Standart,Electric,standard
Skoda Kamiq,Skoda,31990,Off-Road/Pick-up,5.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,29890,Off-Road/Pick-up,36500.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,26810,Off-Road/Pick-up,48800.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,26740,Off-Road/Pick-up,28053.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,Second Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,31940,Off-Road/Pick-up,59905.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,17490,Off-Road/Pick-up,26913.0,Manual,Benzin,Dealer,70.0,5.0,Euro 6,First Hand,1.0,Standart,Low,standard
Skoda Kodiaq,Skoda,29950,Off-Road/Pick-up,83100.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Karoq,Skoda,21940,Off-Road/Pick-up,94712.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,29977,Off-Road/Pick-up,79150.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,26690,Off-Road/Pick-up,61715.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Karoq,Skoda,22640,Off-Road/Pick-up,40400.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,30990,Off-Road/Pick-up,24999.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,standard
Skoda Kamiq,Skoda,25499,Off-Road/Pick-up,28011.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,28490,Off-Road/Pick-up,84000.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,5.0,Standart,Medium,luxury
Skoda Karoq,Skoda,22900,Off-Road/Pick-up,69341.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,34960,Off-Road/Pick-up,91400.0,Automatic,Diesel,Dealer,140.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,38900,Off-Road/Pick-up,250.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Kamiq,Skoda,25390,Off-Road/Pick-up,6490.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Skoda Karoq,Skoda,23970,Off-Road/Pick-up,62700.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,40749,Off-Road/Pick-up,22450.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,20760,Off-Road/Pick-up,22423.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,4.0,Standart,Low,standard
Skoda Kodiaq,Skoda,32900,Off-Road/Pick-up,55856.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,48890,Off-Road/Pick-up,50.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,28990,Off-Road/Pick-up,6.0,Manual,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Skoda Kodiaq,Skoda,27900,Off-Road/Pick-up,89854.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,Second Hand,5.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,56985,Off-Road/Pick-up,515.0,Automatic,Benzin,Dealer,180.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,28890,Off-Road/Pick-up,75498.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,23950,Off-Road/Pick-up,19192.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,26950,Off-Road/Pick-up,13922.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,30980,Off-Road/Pick-up,66049.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,28990,Off-Road/Pick-up,23.0,Manual,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,0.0,Upgrated,Low,luxury
Skoda Kodiaq,Skoda,48890,Off-Road/Pick-up,50.0,Automatic,Benzin,Dealer,140.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,25300,Off-Road/Pick-up,16423.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,40940,Off-Road/Pick-up,10405.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,33630,Off-Road/Pick-up,62939.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,38616,Off-Road/Pick-up,38243.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,48480,Off-Road/Pick-up,10000.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,22990,Off-Road/Pick-up,102300.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,28950,Off-Road/Pick-up,20996.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,29900,Off-Road/Pick-up,78956.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,34700,Off-Road/Pick-up,52500.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,21590,Off-Road/Pick-up,13454.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Standart,Low,luxury
Skoda Karoq,Skoda,25650,Off-Road/Pick-up,35219.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,31790,Off-Road/Pick-up,63900.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,32555,Off-Road/Pick-up,61700.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,24754,Off-Road/Pick-up,34607.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,49980,Off-Road/Pick-up,50.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,36990,Off-Road/Pick-up,34730.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,23970,Off-Road/Pick-up,71125.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,Second Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,43970,Off-Road/Pick-up,19504.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,Second Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,24890,Off-Road/Pick-up,19600.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,27450,Off-Road/Pick-up,75680.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Karoq,Skoda,26990,Off-Road/Pick-up,39900.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,29890,Off-Road/Pick-up,35855.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,30985,Off-Road/Pick-up,5900.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,28870,Off-Road/Pick-up,82909.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,standard
Skoda Kodiaq,Skoda,29700,Off-Road/Pick-up,54227.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Low,standard
Skoda Karoq,Skoda,19980,Off-Road/Pick-up,19244.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,4.0,Standart,Low,luxury
Skoda Karoq,Skoda,21980,Off-Road/Pick-up,76967.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,Second Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,42990,Off-Road/Pick-up,6.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,57980,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,180.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,42790,Off-Road/Pick-up,79572.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,42970,Off-Road/Pick-up,10.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,Second Hand,0.0,Upgrated,Medium,standard
Skoda Enyaq,Skoda,61730,Off-Road/Pick-up,10450.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,1.0,Upgrated,Electric,luxury
Skoda Karoq,Skoda,25749,Off-Road/Pick-up,43250.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,41995,Off-Road/Pick-up,4900.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Karoq,Skoda,33950,Off-Road/Pick-up,23800.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,39950,Off-Road/Pick-up,1234.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,43970,Off-Road/Pick-up,18327.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,50090,Off-Road/Pick-up,5000.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,44950,Off-Road/Pick-up,68250.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Enyaq,Skoda,55995,Off-Road/Pick-up,150.0,Automatic,Electric,Dealer,132.0,7.0,Euro 6,First Hand,0.0,Upgrated,Electric,standard
Skoda Kodiaq,Skoda,54985,Off-Road/Pick-up,515.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,31995,Off-Road/Pick-up,59900.0,Automatic,Benzin,Dealer,132.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,20780,Off-Road/Pick-up,84040.0,Manual,Diesel,Dealer,85.0,6.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,31877,Off-Road/Pick-up,64600.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,28980,Off-Road/Pick-up,5.0,Manual,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,0.0,Upgrated,Low,standard
Skoda Kamiq,Skoda,22190,Off-Road/Pick-up,29600.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,2.0,Upgrated,Low,standard
Skoda Karoq,Skoda,24490,Off-Road/Pick-up,36800.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,27850,Off-Road/Pick-up,100.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,0.0,Standart,Low,standard
Skoda Karoq,Skoda,38980,Off-Road/Pick-up,18000.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Karoq,Skoda,28490,Off-Road/Pick-up,36000.0,Manual,Diesel,Dealer,110.0,6.0,Euro 6,Second Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,24890,Off-Road/Pick-up,41586.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,49970,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Yeti,Skoda,14990,Off-Road/Pick-up,59659.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,6.0,Standart,Low,standard
Skoda Enyaq,Skoda,54995,Off-Road/Pick-up,150.0,Automatic,Electric,Dealer,132.0,6.0,Euro 6,First Hand,0.0,Upgrated,Electric,standard
Skoda Karoq,Skoda,24280,Off-Road/Pick-up,62100.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,27450,Off-Road/Pick-up,22016.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,30990,Off-Road/Pick-up,4.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Yeti,Skoda,19900,Off-Road/Pick-up,77621.0,Automatic,Benzin,Dealer,92.0,6.0,Euro 6,Second Hand,5.0,Upgrated,Low,standard
Skoda Kodiaq,Skoda,46990,Off-Road/Pick-up,10.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,35990,Off-Road/Pick-up,83845.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,38980,Off-Road/Pick-up,50921.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,34290,Off-Road/Pick-up,36980.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,21930,Off-Road/Pick-up,19810.0,Automatic,Benzin,Dealer,85.0,7.0,Euro 6,Second Hand,2.0,Upgrated,Low,standard
Skoda Kodiaq,Skoda,44800,Off-Road/Pick-up,9800.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,28800,Off-Road/Pick-up,64300.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,21900,Off-Road/Pick-up,54100.0,Manual,Benzin,Dealer,85.0,6.0,Euro 6,First Hand,4.0,Upgrated,Low,standard
Skoda Kodiaq,Skoda,37990,Off-Road/Pick-up,82100.0,Automatic,Diesel,Dealer,140.0,6.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,33950,Off-Road/Pick-up,100.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,51490,Off-Road/Pick-up,5.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Yeti,Skoda,15470,Off-Road/Pick-up,82500.0,Manual,Diesel,Dealer,103.0,6.0,Other,First Hand,9.0,Standart,Medium,standard
Skoda Karoq,Skoda,23890,Off-Road/Pick-up,52146.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,43900,Off-Road/Pick-up,9900.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,33440,Off-Road/Pick-up,51590.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,27990,Off-Road/Pick-up,84764.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,37480,Off-Road/Pick-up,79987.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,31990,Off-Road/Pick-up,3700.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,32799,Off-Road/Pick-up,47550.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,38450,Off-Road/Pick-up,55741.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,27250,Off-Road/Pick-up,21500.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,37990,Off-Road/Pick-up,38666.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,24810,Off-Road/Pick-up,3400.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,First Hand,0.0,Upgrated,Low,standard
Skoda Karoq,Skoda,25890,Off-Road/Pick-up,45210.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,29890,Off-Road/Pick-up,17110.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,28690,Off-Road/Pick-up,25590.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Karoq,Skoda,25740,Off-Road/Pick-up,48450.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kodiaq,Skoda,32800,Off-Road/Pick-up,47800.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kamiq,Skoda,29950,Off-Road/Pick-up,12438.0,Manual,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,49945,Off-Road/Pick-up,515.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Enyaq,Skoda,62950,Off-Road/Pick-up,4400.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,0.0,Upgrated,Electric,luxury
Skoda Kodiaq,Skoda,44900,Off-Road/Pick-up,48085.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,20000,Off-Road/Pick-up,19988.0,Automatic,Benzin,Dealer,81.0,7.0,Euro 6,First Hand,1.0,Standart,Low,luxury
Skoda Kodiaq,Skoda,29450,Off-Road/Pick-up,84621.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,5.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,32690,Off-Road/Pick-up,2155.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,40995,Off-Road/Pick-up,61000.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,Second Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,38990,Off-Road/Pick-up,9490.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,28950,Off-Road/Pick-up,20620.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,40940,Off-Road/Pick-up,13283.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,34957,Off-Road/Pick-up,53800.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,27299,Off-Road/Pick-up,100.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Kamiq,Skoda,29950,Off-Road/Pick-up,16205.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,33249,Off-Road/Pick-up,36850.0,Automatic,Diesel,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Kamiq,Skoda,29950,Off-Road/Pick-up,14282.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,52900,Off-Road/Pick-up,6623.0,Automatic,Diesel,Dealer,147.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,24950,Off-Road/Pick-up,47700.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,Second Hand,2.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,26900,Off-Road/Pick-up,10278.0,Automatic,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Karoq,Skoda,38490,Off-Road/Pick-up,36225.0,Automatic,Diesel,Dealer,140.0,6.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,35970,Off-Road/Pick-up,68450.0,Automatic,Diesel,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,35990,Off-Road/Pick-up,22355.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,28479,Off-Road/Pick-up,78100.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,40480,Off-Road/Pick-up,22465.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Karoq,Skoda,23990,Off-Road/Pick-up,60435.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,4.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,49930,Off-Road/Pick-up,5922.0,Automatic,Diesel,Dealer,147.0,7.0,Euro 6,First Hand,0.0,Standart,Medium,luxury
Skoda Karoq,Skoda,23990,Off-Road/Pick-up,43303.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Karoq,Skoda,25440,Off-Road/Pick-up,32245.0,Automatic,Diesel,Dealer,85.0,7.0,Euro 6,Second Hand,3.0,Standart,Medium,luxury
Skoda Kamiq,Skoda,28995,Off-Road/Pick-up,10.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Upgrated,Medium,standard
Skoda Karoq,Skoda,28900,Off-Road/Pick-up,18100.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,29950,Off-Road/Pick-up,12438.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Upgrated,Medium,luxury
Skoda Enyaq,Skoda,56900,Off-Road/Pick-up,50.0,Automatic,Electric,Dealer,132.0,6.0,Euro 6,First Hand,0.0,Upgrated,Electric,standard
Skoda Kodiaq,Skoda,40940,Off-Road/Pick-up,12459.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,0.0,Upgrated,Medium,luxury
Skoda Kamiq,Skoda,24990,Off-Road/Pick-up,40700.0,Automatic,Benzin,Dealer,85.0,7.0,Euro 6,First Hand,2.0,Upgrated,Low,luxury
Skoda Karoq,Skoda,29930,Off-Road/Pick-up,121191.0,Automatic,Benzin,Dealer,140.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,luxury
Skoda Karoq,Skoda,23730,Off-Road/Pick-up,68554.0,Automatic,Benzin,Dealer,110.0,7.0,Euro 6,First Hand,4.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,28090,Off-Road/Pick-up,33516.0,Manual,Benzin,Dealer,110.0,6.0,Euro 6,First Hand,1.0,Standart,Medium,standard
Skoda Enyaq,Skoda,64495,Off-Road/Pick-up,19300.0,Automatic,Electric,Dealer,150.0,6.0,Euro 6,First Hand,1.0,Upgrated,Electric,standard
Skoda Kodiaq,Skoda,42850,Off-Road/Pick-up,74425.0,Automatic,Diesel,Dealer,176.0,7.0,Euro 6,First Hand,3.0,Upgrated,Medium,luxury
Skoda Kodiaq,Skoda,36699,Off-Road/Pick-up,40500.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,2.0,Standart,Medium,standard
Skoda Karoq,Skoda,27479,Off-Road/Pick-up,75900.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,3.0,Standart,Medium,standard
Skoda Kodiaq,Skoda,30500,Off-Road/Pick-up,33749.0,Automatic,Diesel,Dealer,110.0,7.0,Euro 6,First Hand,1.0,Standart,Medium,standard
