make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Skoda 105,Skoda,FR,22300,Convertible,Used,3.0,No,15400.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,5.0,126.0,Front,No,No,Euro 6,Leather,Second Hand,9.0,7.4,Standart,Medium,Premium,standard,standard
Skoda Fabia,Skoda,BE,18900,Coupe,Used,5.0,Yes,59215.0,Automatic,Benzin,Metallic,Dealer,5.0,92.0,7.0,115.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,4.7,Upgrated,Low,Premium,luxury,standard
Skoda Superb,Skoda,DE,19880,Coupe,Used,5.0,Yes,117215.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,6.0,120.0,4WD,No,No,Euro 6,Cloth,Second Hand,5.0,4.6,Standart,Medium,Premium,standard,standard
Skoda Fabia,Skoda,BE,5200,Coupe,Used,5.0,No,138900.0,Manual,Benzin,Metallic,Private seller,5.0,44.0,5.0,225.0,Front,No,No,Euro 6,Leather,Second Hand,7.0,4.7,Standart,Low,Basic,standard,standard
Skoda Citigo,Skoda,BE,8000,Coupe,Used,3.0,No,54000.0,Manual,Benzin,Metallic,Dealer,4.0,55.0,5.0,106.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,6.0,4.4,Standart,Low,Premium,standard,standard
Skoda Fabia,Skoda,DE,2990,Coupe,Used,5.0,No,162500.0,Manual,Benzin,non-metallic,Private seller,5.0,44.0,5.0,140.0,Front,No,Yes,Euro 5,Cloth,Second Hand,12.0,5.9,Standart,Low,Basic,standard,standard
Skoda Kodiaq,Skoda,BE,26900,Off-Road/Pick-up,Used,5.0,Yes,101054.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.0,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,BE,26990,Off-Road/Pick-up,Used,5.0,Yes,103634.0,Automatic,Diesel,Metallic,Dealer,7.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,BE,22990,Off-Road/Pick-up,Used,5.0,Yes,117951.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,7.0,141.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,5.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,BE,29999,Off-Road/Pick-up,Used,5.0,Yes,92185.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,ES,22500,Off-Road/Pick-up,Pre-registered,5.0,Yes,4000.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,113.0,Front,No,No,Euro 6,Cloth,First Hand,0.0,4.8,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,BE,27990,Off-Road/Pick-up,Used,5.0,Yes,60000.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,7.0,141.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,28760,Off-Road/Pick-up,Used,5.0,Yes,111213.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,BE,18950,Off-Road/Pick-up,Used,5.0,Yes,28032.0,Manual,Benzin,non-metallic,Dealer,5.0,85.0,6.0,113.0,Front,No,Yes,Euro 6,Cloth,First Hand,2.0,5.0,Standart,Low,Premium,standard,standard
Skoda Kodiaq,Skoda,BE,27990,Off-Road/Pick-up,Used,5.0,Yes,95172.0,Automatic,Diesel,Metallic,Dealer,7.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,20740,Off-Road/Pick-up,Used,5.0,No,64037.0,Manual,Diesel,non-metallic,Dealer,5.0,85.0,7.0,118.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,4.5,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,BE,28990,Off-Road/Pick-up,Used,5.0,Yes,14924.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.0,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,19990,Off-Road/Pick-up,Used,5.0,Yes,101967.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,121.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.6,Upgrated,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,21450,Off-Road/Pick-up,Used,5.0,Yes,151000.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,4.6,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,26790,Off-Road/Pick-up,Used,5.0,Yes,38266.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.6,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,38990,Off-Road/Pick-up,Used,5.0,No,89536.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,167.0,4WD,Yes,No,Euro 6,Leather,First Hand,2.0,6.4,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,BE,28500,Off-Road/Pick-up,Used,5.0,Yes,30476.0,Automatic,Benzin,Metallic,Dealer,5.0,81.0,7.0,110.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.7,Standart,Low,Premium,standard,standard
Skoda Kamiq,Skoda,BE,28990,Off-Road/Pick-up,Used,5.0,Yes,29204.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,115.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.1,Standart,Medium,Middle,standard,standard
Skoda Karoq,Skoda,DE,28890,Off-Road/Pick-up,Used,5.0,No,145971.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,144.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,27990,Off-Road/Pick-up,Demonstration,5.0,No,8239.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.8,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,38939,Off-Road/Pick-up,Used,5.0,No,118181.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,167.0,4WD,No,No,Euro 6,Leather,First Hand,3.0,6.4,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,28888,Off-Road/Pick-up,Used,5.0,No,69600.0,Automatic,Benzin,Metallic,Dealer,7.0,132.0,7.0,168.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,5.0,7.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,38350,Off-Road/Pick-up,Used,5.0,No,104100.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,167.0,4WD,No,Yes,Euro 6,Leather,First Hand,3.0,6.4,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,25990,Off-Road/Pick-up,Used,5.0,Yes,72992.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,109.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,4.6,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,ES,50990,Off-Road/Pick-up,Used,5.0,Yes,6000.0,Automatic,Benzin,non-metallic,Dealer,5.0,180.0,7.0,170.0,4WD,No,No,Euro 6,Cloth,First Hand,0.0,7.4,Standart,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,DE,23855,Off-Road/Pick-up,Used,5.0,No,54200.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,152.0,Front,No,Yes,Euro 6,Cloth,First Hand,3.0,6.4,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,25960,Off-Road/Pick-up,Used,5.0,Yes,80900.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,144.0,Front,No,Yes,Euro 6,Cloth,First Hand,3.0,5.5,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,27850,Off-Road/Pick-up,Used,5.0,No,102200.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,127.0,Front,No,Yes,Euro 6,Cloth,First Hand,3.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Yeti,Skoda,ES,15300,Off-Road/Pick-up,Used,5.0,Yes,69770.0,Manual,Diesel,non-metallic,Dealer,5.0,103.0,6.0,99.0,4WD,No,No,Euro 5,Cloth,Second Hand,7.0,6.1,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,26725,Off-Road/Pick-up,Used,5.0,No,25250.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,123.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,4.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,26490,Off-Road/Pick-up,Used,5.0,Yes,28770.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,114.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.3,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,ES,21500,Off-Road/Pick-up,Used,5.0,Yes,110000.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,147.0,4WD,No,No,Euro 6,Cloth,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,43980,Off-Road/Pick-up,Used,5.0,Yes,91052.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,163.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,6.2,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,BE,30995,Off-Road/Pick-up,Used,5.0,Yes,43895.0,Automatic,Benzin,Metallic,Dealer,5.0,132.0,7.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,5.0,7.4,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,26990,Off-Road/Pick-up,Used,5.0,Yes,37030.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,127.0,Front,Yes,No,Euro 6,Cloth,First Hand,3.0,5.6,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,34250,Off-Road/Pick-up,Used,5.0,No,51000.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,181.0,4WD,No,No,Euro 6,Leather,First Hand,2.0,5.7,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,27990,Off-Road/Pick-up,Used,5.0,Yes,70094.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,161.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.0,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,30990,Off-Road/Pick-up,Pre-registered,5.0,Yes,7.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,113.0,Front,No,Yes,Euro 6,Cloth,First Hand,1.0,4.9,Upgrated,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,DE,17990,Off-Road/Pick-up,Used,5.0,No,50950.0,Manual,Benzin,non-metallic,Dealer,5.0,85.0,6.0,121.0,Front,No,Yes,Euro 6,Cloth,Second Hand,3.0,4.6,Standart,Low,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,25890,Off-Road/Pick-up,Used,5.0,Yes,147200.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,147.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,4.8,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,23890,Off-Road/Pick-up,Used,5.0,No,77420.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,5.0,5.5,Upgrated,Medium,Premium,standard,standard
Skoda Yeti,Skoda,DE,17440,Off-Road/Pick-up,Used,5.0,Yes,83000.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,127.0,4WD,No,Yes,Euro 6,Cloth,Second Hand,6.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,25990,Off-Road/Pick-up,Used,5.0,Yes,88300.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,6.0,138.0,4WD,Yes,No,Euro 6,Leather,First Hand,4.0,5.2,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,24440,Off-Road/Pick-up,Used,5.0,Yes,32188.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,122.0,Front,No,Yes,Euro 6,Cloth,First Hand,3.0,5.4,Upgrated,Medium,Premium,luxury,standard
Skoda Kamiq,Skoda,DE,24930,Off-Road/Pick-up,Used,5.0,No,30200.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,6.0,111.0,Front,Yes,Yes,Euro 6,Other,First Hand,2.0,4.2,Standart,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,28990,Off-Road/Pick-up,Used,5.0,No,115700.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,186.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,4.0,5.7,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,25890,Off-Road/Pick-up,Used,5.0,No,32300.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,122.0,Front,No,No,Euro 6,Cloth,First Hand,2.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,24900,Off-Road/Pick-up,Used,5.0,No,70950.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,155.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,5.0,6.9,Standart,Low,Premium,standard,luxury
Skoda Kamiq,Skoda,ES,16750,Off-Road/Pick-up,Used,5.0,Yes,37086.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,6.0,113.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.7,Standart,Low,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,44440,Off-Road/Pick-up,Used,5.0,No,79022.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,161.0,4WD,Yes,No,Euro 6,Leather,First Hand,2.0,6.2,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,BE,22490,Off-Road/Pick-up,Used,5.0,Yes,97639.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,125.0,Front,Yes,No,Euro 6,Leather,First Hand,4.0,5.5,Upgrated,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,23970,Off-Road/Pick-up,Used,5.0,No,65500.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,7.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,4.6,Upgrated,Medium,Premium,standard,standard
Skoda Yeti,Skoda,DE,10930,Off-Road/Pick-up,Used,5.0,Yes,126662.0,Manual,Diesel,Metallic,Dealer,5.0,81.0,6.0,159.0,4WD,Yes,Yes,Euro 5,Cloth,Second Hand,12.0,6.1,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,31900,Off-Road/Pick-up,Used,5.0,No,105200.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,188.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,5.7,Upgrated,Medium,Premium,standard,luxury
Skoda Yeti,Skoda,DE,19900,Off-Road/Pick-up,Used,5.0,Yes,69866.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,126.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,6.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Kamiq,Skoda,DE,29970,Off-Road/Pick-up,Used,5.0,No,1000.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,4.9,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,32940,Off-Road/Pick-up,Used,5.0,Yes,81567.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,150.0,4WD,No,Yes,Euro 6,Leather,First Hand,3.0,5.7,Standart,Medium,Premium,luxury,standard
Skoda Kamiq,Skoda,DE,24970,Off-Road/Pick-up,Used,5.0,No,39000.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,114.0,Front,Yes,No,Euro 6,Cloth,First Hand,2.0,4.8,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,24950,Off-Road/Pick-up,Used,5.0,No,113000.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.6,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,26450,Off-Road/Pick-up,Used,5.0,No,91035.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,130.0,4WD,Yes,No,Euro 6,Leather,First Hand,3.0,4.9,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,27690,Off-Road/Pick-up,Used,5.0,No,44005.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,6.0,133.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.0,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,29990,Off-Road/Pick-up,Used,5.0,No,62977.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,142.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,33490,Off-Road/Pick-up,Used,5.0,No,61569.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,153.0,4WD,No,No,Euro 6,Leather,First Hand,3.0,6.7,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,BE,19900,Off-Road/Pick-up,Used,5.0,Yes,4655.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,7.0,108.0,Front,Yes,Yes,Euro 6,Other,First Hand,1.0,4.7,Standart,Low,Premium,luxury,standard
Skoda Kamiq,Skoda,BE,31990,Off-Road/Pick-up,Used,5.0,Yes,10.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,114.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.0,Standart,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,BE,28500,Off-Road/Pick-up,Used,5.0,Yes,105.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,114.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.0,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,27999,Off-Road/Pick-up,Used,5.0,No,92150.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,No,Euro 6,Cloth,Second Hand,5.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,29930,Off-Road/Pick-up,Used,5.0,No,39029.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,113.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,4.8,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,BE,24950,Off-Road/Pick-up,Used,5.0,Yes,27606.0,Automatic,Benzin,Metallic,Dealer,5.0,85.0,6.0,111.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.9,Standart,Low,Premium,standard,standard
Skoda Kamiq,Skoda,DE,29849,Off-Road/Pick-up,Pre-registered,5.0,No,1.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,115.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.0,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,39900,Off-Road/Pick-up,Used,5.0,No,86000.0,Automatic,Diesel,non-metallic,Dealer,5.0,176.0,7.0,210.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,3.0,6.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,23890,Off-Road/Pick-up,Used,5.0,Yes,32900.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,123.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,24970,Off-Road/Pick-up,Used,5.0,No,118292.0,Automatic,Benzin,Metallic,Dealer,5.0,132.0,7.0,168.0,4WD,Yes,Yes,Euro 6,Other,First Hand,5.0,7.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,30900,Off-Road/Pick-up,Used,5.0,Yes,57873.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,147.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.3,Standart,Medium,Premium,standard,standard
Skoda Yeti,Skoda,DE,20460,Off-Road/Pick-up,Used,5.0,No,95491.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,147.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,5.0,6.3,Standart,Low,Premium,standard,standard
Skoda Yeti,Skoda,DE,17930,Off-Road/Pick-up,Used,5.0,No,116884.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,6.0,135.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,6.0,5.1,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,22890,Off-Road/Pick-up,Used,5.0,No,20700.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,122.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Yeti,Skoda,DE,14880,Off-Road/Pick-up,Used,5.0,No,151500.0,Automatic,Diesel,non-metallic,Dealer,5.0,103.0,6.0,164.0,4WD,Yes,Yes,Euro 5,Cloth,Second Hand,8.0,6.0,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,24444,Off-Road/Pick-up,Used,5.0,Yes,36450.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,122.0,Front,Yes,No,Euro 6,Cloth,First Hand,3.0,5.5,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,47920,Off-Road/Pick-up,Used,5.0,No,40307.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,161.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,2.0,6.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,22875,Off-Road/Pick-up,Used,5.0,No,26945.0,Automatic,Benzin,Metallic,Dealer,5.0,85.0,6.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.9,Upgrated,Low,Premium,luxury,standard
Skoda Karoq,Skoda,DE,30790,Off-Road/Pick-up,Used,5.0,No,13950.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,122.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,5.4,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24460,Off-Road/Pick-up,Used,5.0,Yes,75500.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,132.0,4WD,No,Yes,Euro 6,Cloth,First Hand,4.0,4.7,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,27840,Off-Road/Pick-up,Used,5.0,No,89732.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,131.0,Front,Yes,No,Euro 6,Cloth,First Hand,3.0,5.0,Upgrated,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,33950,Off-Road/Pick-up,Used,5.0,Yes,42300.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,158.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,2.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,28700,Off-Road/Pick-up,Used,5.0,No,89300.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,163.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,4.9,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,BE,35500,Off-Road/Pick-up,Used,5.0,Yes,32.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,121.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.3,Standart,Medium,Premium,standard,standard
Skoda Kamiq,Skoda,BE,27500,Off-Road/Pick-up,Used,5.0,Yes,105.0,Automatic,Benzin,Metallic,Dealer,5.0,81.0,7.0,109.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.8,Standart,Low,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24444,Off-Road/Pick-up,Used,5.0,Yes,42300.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,125.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.5,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,32990,Off-Road/Pick-up,Used,5.0,Yes,86158.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,150.0,4WD,No,Yes,Euro 6,Leather,First Hand,4.0,5.7,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,55980,Off-Road/Pick-up,Pre-registered,5.0,No,515.0,Automatic,Benzin,Metallic,Dealer,5.0,180.0,7.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,0.0,7.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,25990,Off-Road/Pick-up,Used,5.0,Yes,43029.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,7.0,112.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.0,Upgrated,Medium,Premium,luxury,standard
Skoda Yeti,Skoda,DE,14790,Off-Road/Pick-up,Used,5.0,No,94571.0,Automatic,Benzin,non-metallic,Dealer,5.0,90.0,7.0,154.0,Front,Yes,No,Euro 5,Cloth,First Hand,8.0,6.6,Standart,Low,Premium,standard,standard
Skoda Kamiq,Skoda,DE,28950,Off-Road/Pick-up,Demonstration,5.0,No,29990.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,115.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,1.0,5.0,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,ES,20900,Off-Road/Pick-up,Used,5.0,Yes,30228.0,Automatic,Benzin,non-metallic,Dealer,5.0,81.0,7.0,113.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.7,Standart,Low,Premium,luxury,luxury
Skoda Yeti,Skoda,DE,19900,Off-Road/Pick-up,Used,5.0,Yes,79566.0,Automatic,Diesel,Metallic,Dealer,5.0,103.0,6.0,99.0,4WD,Yes,Yes,Euro 5,Cloth,Second Hand,7.0,6.3,Upgrated,Medium,Premium,luxury,luxury
