make_model,make,location,price,body_type,type,doors,warranty,mileage,gearbox,fuel_type,paint,seller,seats,power,gears,co_emissions,drivetrain,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,age,fuel_consumption_comb,entertainment_media_count,engine_size_cat,safety_security_category,extras_category,comfort_convenience_cat
Skoda Kamiq,Skoda,DE,21900,Off-Road/Pick-up,Used,5.0,Yes,34315.0,Manual,Benzin,Metallic,Dealer,5.0,85.0,6.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.0,Standart,Low,Premium,standard,standard
Skoda Karoq,Skoda,BE,35450,Off-Road/Pick-up,Used,5.0,Yes,11850.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,123.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.4,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,27950,Off-Road/Pick-up,Used,5.0,No,109232.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,129.0,Front,Yes,No,Euro 6,Cloth,First Hand,5.0,4.9,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,23930,Off-Road/Pick-up,Used,5.0,Yes,66365.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,132.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.0,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,22810,Off-Road/Pick-up,Used,5.0,Yes,48300.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,122.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,5.4,Standart,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,DE,24989,Off-Road/Pick-up,Used,5.0,Yes,134487.0,Automatic,Diesel,non-metallic,Dealer,5.0,110.0,6.0,144.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.5,Standart,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,22889,Off-Road/Pick-up,Used,5.0,No,28988.0,Automatic,Benzin,Metallic,Dealer,5.0,85.0,7.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.0,Upgrated,Low,Premium,luxury,standard
Skoda Kodiaq,Skoda,DE,53990,Off-Road/Pick-up,Pre-registered,5.0,Yes,10.0,Automatic,Benzin,Metallic,Dealer,7.0,180.0,7.0,171.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,0.0,7.5,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,BE,33985,Off-Road/Pick-up,Pre-registered,5.0,Yes,1.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,116.0,Front,No,No,Euro 6,Cloth,First Hand,0.0,5.1,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,31950,Off-Road/Pick-up,Used,5.0,No,36800.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,130.0,4WD,No,Yes,Euro 6,Cloth,First Hand,2.0,4.9,Standart,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,29900,Off-Road/Pick-up,Employee's car,5.0,Yes,11246.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,No,Yes,Euro 6,Cloth,First Hand,1.0,4.8,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,31977,Off-Road/Pick-up,Used,5.0,Yes,59250.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,6.0,196.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,8.7,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,41990,Off-Road/Pick-up,Pre-registered,5.0,Yes,5.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,124.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,45950,Off-Road/Pick-up,Used,5.0,Yes,27000.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,163.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,2.0,6.2,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,50985,Off-Road/Pick-up,Pre-registered,5.0,Yes,100.0,Automatic,Benzin,Metallic,Dealer,7.0,140.0,7.0,186.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,0.0,8.2,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,42900,Off-Road/Pick-up,Used,5.0,Yes,15450.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,7.0,140.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.3,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,BE,27500,Off-Road/Pick-up,Used,5.0,Yes,10.0,Automatic,Benzin,Metallic,Dealer,5.0,81.0,7.0,109.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,4.8,Standart,Low,Premium,standard,standard
Skoda Kamiq,Skoda,BE,28985,Off-Road/Pick-up,Pre-registered,5.0,Yes,1.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,114.0,Front,No,No,Euro 6,Cloth,First Hand,0.0,5.0,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,34740,Off-Road/Pick-up,Used,5.0,Yes,75790.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,142.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,2.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,21520,Off-Road/Pick-up,Used,5.0,No,94677.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,5.0,5.5,Standart,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,27490,Off-Road/Pick-up,Pre-registered,5.0,No,10.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,111.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,4.8,Standart,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,DE,31480,Off-Road/Pick-up,Demonstration,5.0,No,10000.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,119.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.2,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,42899,Off-Road/Pick-up,Used,5.0,No,6100.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,171.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,0.0,7.5,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,39790,Off-Road/Pick-up,Used,5.0,Yes,99532.0,Automatic,Diesel,Metallic,Dealer,5.0,176.0,7.0,163.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,3.0,6.2,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,22100,Off-Road/Pick-up,Used,5.0,No,58968.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,122.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,ES,23590,Off-Road/Pick-up,Pre-registered,5.0,Yes,3000.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,113.0,Front,No,No,Euro 6,Cloth,First Hand,0.0,4.8,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24490,Off-Road/Pick-up,Used,5.0,Yes,65300.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,125.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,5.5,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24950,Off-Road/Pick-up,Used,5.0,No,53000.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,128.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,5.4,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,37950,Off-Road/Pick-up,Used,5.0,No,70600.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,143.0,4WD,No,Yes,Euro 6,Cloth,First Hand,3.0,5.4,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,29990,Off-Road/Pick-up,Used,5.0,No,34160.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,6.0,144.0,4WD,Yes,No,Euro 6,Leather,First Hand,3.0,5.5,Upgrated,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,31990,Off-Road/Pick-up,Pre-registered,5.0,Yes,8.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,116.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,5.1,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,62490,Off-Road/Pick-up,Demonstration,5.0,No,9500.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,7.0,140.0,4WD,No,Yes,Euro 6,Leather,First Hand,0.0,5.3,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,27390,Off-Road/Pick-up,Used,5.0,Yes,16250.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,26490,Off-Road/Pick-up,Used,5.0,Yes,94600.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,149.0,4WD,Yes,No,Euro 6,Cloth,First Hand,5.0,5.7,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,28880,Off-Road/Pick-up,Used,5.0,No,10023.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.3,Upgrated,Medium,Premium,luxury,standard
Skoda Kamiq,Skoda,DE,23490,Off-Road/Pick-up,Pre-registered,5.0,Yes,10.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,7.0,108.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,4.7,Standart,Low,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,56600,Off-Road/Pick-up,Demonstration,5.0,Yes,21000.0,Automatic,Benzin,Metallic,Dealer,5.0,180.0,6.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,1.0,7.4,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,ES,23490,Off-Road/Pick-up,Used,5.0,Yes,39000.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,142.0,Front,No,No,Euro 6,Cloth,First Hand,2.0,4.6,Standart,Medium,Premium,standard,standard
Skoda Kamiq,Skoda,DE,22990,Off-Road/Pick-up,Used,5.0,Yes,15000.0,Manual,Benzin,Metallic,Dealer,5.0,85.0,6.0,116.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.1,Upgrated,Low,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,28600,Off-Road/Pick-up,Used,5.0,No,108000.0,Manual,Diesel,non-metallic,Dealer,5.0,110.0,6.0,139.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.3,Upgrated,Medium,Premium,luxury,standard
Skoda Yeti,Skoda,DE,18090,Off-Road/Pick-up,Used,5.0,No,63100.0,Manual,Benzin,Metallic,Dealer,5.0,92.0,6.0,134.0,Front,No,No,Euro 6,Cloth,First Hand,5.0,5.8,Standart,Low,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,31490,Off-Road/Pick-up,Used,5.0,No,37700.0,Automatic,Benzin,Metallic,Dealer,5.0,132.0,7.0,170.0,4WD,Yes,No,Euro 6,Leather,First Hand,5.0,7.4,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,32990,Off-Road/Pick-up,Pre-registered,5.0,Yes,35.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.5,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,34450,Off-Road/Pick-up,Used,5.0,No,83700.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,143.0,4WD,No,Yes,Euro 6,Cloth,First Hand,3.0,5.4,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24930,Off-Road/Pick-up,Used,5.0,No,29510.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,125.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,5.5,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,37970,Off-Road/Pick-up,Used,5.0,No,49892.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,31990,Off-Road/Pick-up,Pre-registered,5.0,Yes,5.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,116.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,5.1,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,29890,Off-Road/Pick-up,Used,5.0,Yes,36500.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,136.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,7.1,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,26810,Off-Road/Pick-up,Used,5.0,Yes,48800.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,143.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,6.3,Standart,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,DE,26740,Off-Road/Pick-up,Used,5.0,No,28053.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,128.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,4.0,5.4,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,31940,Off-Road/Pick-up,Used,5.0,Yes,59905.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,3.0,5.0,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,ES,17490,Off-Road/Pick-up,Used,5.0,Yes,26913.0,Manual,Benzin,Metallic,Dealer,5.0,70.0,5.0,113.0,Front,No,No,Euro 6,Cloth,First Hand,1.0,4.9,Standart,Low,Premium,luxury,standard
Skoda Kodiaq,Skoda,DE,29950,Off-Road/Pick-up,Used,5.0,No,83100.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.7,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,21940,Off-Road/Pick-up,Used,5.0,Yes,94712.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,4.8,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,29977,Off-Road/Pick-up,Used,5.0,Yes,79150.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,183.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,3.0,7.0,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,ES,26690,Off-Road/Pick-up,Used,5.0,Yes,61715.0,Automatic,Diesel,non-metallic,Dealer,5.0,110.0,7.0,147.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.0,Standart,Medium,Basic,standard,standard
Skoda Karoq,Skoda,DE,22640,Off-Road/Pick-up,Used,5.0,No,40400.0,Automatic,Diesel,non-metallic,Dealer,5.0,85.0,7.0,122.0,Front,No,No,Euro 6,Cloth,First Hand,3.0,4.6,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,30990,Off-Road/Pick-up,Demonstration,5.0,Yes,24999.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,119.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,5.2,Upgrated,Medium,Premium,standard,standard
Skoda Kamiq,Skoda,DE,25499,Off-Road/Pick-up,Used,5.0,No,28011.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,7.0,115.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.0,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,28490,Off-Road/Pick-up,Used,5.0,No,84000.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.7,Standart,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,22900,Off-Road/Pick-up,Used,5.0,Yes,69341.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,7.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,34960,Off-Road/Pick-up,Used,5.0,Yes,91400.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,6.0,147.0,4WD,No,Yes,Euro 6,Cloth,First Hand,4.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,BE,38900,Off-Road/Pick-up,Used,5.0,Yes,250.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,132.0,Front,No,No,Euro 6,Other,First Hand,0.0,4.8,Standart,Medium,Premium,standard,standard
Skoda Kamiq,Skoda,DE,25390,Off-Road/Pick-up,Demonstration,5.0,No,6490.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,6.0,109.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,0.0,4.8,Upgrated,Low,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,23970,Off-Road/Pick-up,Used,5.0,No,62700.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,156.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,3.0,5.4,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,40749,Off-Road/Pick-up,Used,5.0,No,22450.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,181.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,2.0,5.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,20760,Off-Road/Pick-up,Used,5.0,No,22423.0,Manual,Benzin,Metallic,Dealer,5.0,85.0,6.0,119.0,Front,No,Yes,Euro 6,Cloth,First Hand,4.0,5.3,Standart,Low,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,32900,Off-Road/Pick-up,Used,5.0,No,55856.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,163.0,Front,Yes,Yes,Euro 6,Leather,First Hand,3.0,4.9,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,48890,Off-Road/Pick-up,Used,5.0,No,50.0,Automatic,Benzin,non-metallic,Dealer,7.0,140.0,7.0,160.0,4WD,Yes,Yes,Euro 6,Other,First Hand,0.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,28990,Off-Road/Pick-up,Pre-registered,5.0,Yes,6.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,7.0,108.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,4.7,Upgrated,Low,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,27900,Off-Road/Pick-up,Used,5.0,Yes,89854.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,151.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,5.0,5.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,56985,Off-Road/Pick-up,Pre-registered,5.0,No,515.0,Automatic,Benzin,Metallic,Dealer,5.0,180.0,6.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,0.0,7.4,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,28890,Off-Road/Pick-up,Used,5.0,Yes,75498.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,144.0,Front,No,Yes,Euro 6,Cloth,Second Hand,3.0,5.4,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,23950,Off-Road/Pick-up,Employee's car,5.0,Yes,19192.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,124.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,1.0,5.6,Upgrated,Medium,Premium,luxury,standard
Skoda Karoq,Skoda,BE,26950,Off-Road/Pick-up,Used,5.0,Yes,13922.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,127.0,Front,No,No,Euro 6,Cloth,First Hand,4.0,5.5,Standart,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,30980,Off-Road/Pick-up,Used,5.0,No,66049.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,151.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.7,Standart,Medium,Premium,standard,luxury
Skoda Kamiq,Skoda,DE,28990,Off-Road/Pick-up,Pre-registered,5.0,Yes,23.0,Manual,Benzin,Metallic,Dealer,5.0,81.0,7.0,108.0,Front,No,Yes,Euro 6,Cloth,First Hand,0.0,4.7,Upgrated,Low,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,48890,Off-Road/Pick-up,Used,5.0,No,50.0,Automatic,Benzin,non-metallic,Dealer,7.0,140.0,6.0,160.0,4WD,Yes,Yes,Euro 6,Other,First Hand,0.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,25300,Off-Road/Pick-up,Used,5.0,Yes,16423.0,Manual,Benzin,Metallic,Dealer,5.0,110.0,6.0,114.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.8,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,40940,Off-Road/Pick-up,Employee's car,5.0,Yes,10405.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,131.0,Front,Yes,Yes,Euro 6,Leather,First Hand,0.0,4.8,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,33630,Off-Road/Pick-up,Used,5.0,Yes,62939.0,Automatic,Benzin,non-metallic,Dealer,5.0,140.0,7.0,122.0,4WD,Yes,No,Euro 6,Cloth,First Hand,3.0,7.0,Standart,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,38616,Off-Road/Pick-up,Used,5.0,No,38243.0,Automatic,Diesel,non-metallic,Dealer,5.0,110.0,7.0,147.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.6,Upgrated,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,48480,Off-Road/Pick-up,Demonstration,5.0,No,10000.0,Automatic,Benzin,Metallic,Dealer,5.0,140.0,7.0,145.0,4WD,No,Yes,Euro 6,Cloth,First Hand,0.0,6.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,22990,Off-Road/Pick-up,Used,5.0,Yes,102300.0,Automatic,Diesel,Metallic,Dealer,5.0,85.0,7.0,125.0,Front,Yes,Yes,Euro 6,Leather,First Hand,4.0,4.8,Upgrated,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,28950,Off-Road/Pick-up,Employee's car,5.0,Yes,20996.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,6.0,115.0,Front,No,Yes,Euro 6,Cloth,First Hand,1.0,5.0,Upgrated,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,29900,Off-Road/Pick-up,Used,5.0,Yes,78956.0,Automatic,Benzin,non-metallic,Dealer,5.0,132.0,7.0,170.0,4WD,Yes,Yes,Euro 6,Cloth,First Hand,4.0,7.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,34700,Off-Road/Pick-up,Used,5.0,No,52500.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,161.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.8,Standart,Medium,Premium,luxury,luxury
Skoda Kamiq,Skoda,DE,21590,Off-Road/Pick-up,Used,5.0,Yes,13454.0,Manual,Benzin,Metallic,Dealer,5.0,85.0,6.0,113.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,5.0,Standart,Low,Premium,standard,luxury
Skoda Karoq,Skoda,DE,25650,Off-Road/Pick-up,Used,5.0,Yes,35219.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,122.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.4,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,31790,Off-Road/Pick-up,Used,5.0,No,63900.0,Automatic,Diesel,Metallic,Dealer,5.0,140.0,7.0,150.0,4WD,Yes,Yes,Euro 6,Leather,First Hand,5.0,5.7,Upgrated,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,32555,Off-Road/Pick-up,Used,5.0,No,61700.0,Automatic,Diesel,Metallic,Dealer,5.0,110.0,7.0,138.0,4WD,No,Yes,Euro 6,Cloth,First Hand,3.0,5.2,Standart,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,ES,24754,Off-Road/Pick-up,Used,5.0,Yes,34607.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,158.0,Front,No,No,Euro 6,Cloth,First Hand,2.0,5.4,Standart,Medium,Premium,standard,standard
Skoda Kodiaq,Skoda,DE,49980,Off-Road/Pick-up,Used,5.0,No,50.0,Automatic,Diesel,non-metallic,Dealer,5.0,147.0,7.0,143.0,4WD,Yes,Yes,Euro 6,Other,First Hand,0.0,5.4,Standart,Medium,Premium,luxury,luxury
Skoda Kodiaq,Skoda,DE,36990,Off-Road/Pick-up,Used,5.0,Yes,34730.0,Automatic,Benzin,Metallic,Dealer,7.0,132.0,7.0,168.0,4WD,No,Yes,Euro 6,Leather,First Hand,4.0,7.3,Upgrated,Medium,Premium,luxury,luxury
Skoda Karoq,Skoda,DE,23970,Off-Road/Pick-up,Used,5.0,No,71125.0,Automatic,Benzin,non-metallic,Dealer,5.0,110.0,7.0,125.0,Front,Yes,Yes,Euro 6,Cloth,Second Hand,4.0,5.5,Upgrated,Medium,Premium,standard,luxury
Skoda Kodiaq,Skoda,DE,43970,Off-Road/Pick-up,Demonstration,5.0,No,19504.0,Automatic,Diesel,Metallic,Dealer,5.0,147.0,7.0,140.0,4WD,Yes,Yes,Euro 6,Cloth,Second Hand,1.0,5.3,Upgrated,Medium,Premium,standard,luxury
Skoda Karoq,Skoda,DE,24890,Off-Road/Pick-up,Used,5.0,Yes,19600.0,Manual,Benzin,non-metallic,Dealer,5.0,110.0,6.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,3.0,5.5,Upgrated,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,27450,Off-Road/Pick-up,Used,5.0,Yes,75680.0,Manual,Diesel,Metallic,Dealer,5.0,110.0,6.0,120.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,2.0,4.6,Standart,Medium,Premium,standard,standard
Skoda Karoq,Skoda,DE,26990,Off-Road/Pick-up,Used,5.0,Yes,39900.0,Automatic,Benzin,Metallic,Dealer,5.0,110.0,6.0,125.0,Front,Yes,Yes,Euro 6,Cloth,First Hand,4.0,5.5,Upgrated,Medium,Premium,luxury,luxury
